name,iso,id,country,admin_level,category,range_type,range,population,under_5_population,under_5_population_share,under_5_population_interval,under_5_population_interval_share,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,adults_population,adults_population_share,adults_population_interval,adults_population_interval_share,women_childbearing_population,women_childbearing_population_share,women_childbearing_population_interval,women_childbearing_population_interval_share,elderly_population,elderly_population_share,elderly_population_interval,elderly_population_interval_share,population_share,population_interval,population_interval_share
Yangon (East),,60261553B46723390806239,MMR,ADM2,hospitals,TIME,5400,2894488,168216,100.0,0,0.0,788153,100.0,0,0.0,2323435,100.0,0,0.0,798761,100.0,0,0.0,261004,100.0,0,0.0,100.0,0,0.0
Yangon (East),,60261553B46723390806239,MMR,ADM2,hospitals,TIME,6000,2894488,168216,100.0,0,0.0,788153,100.0,0,0.0,2323435,100.0,0,0.0,798761,100.0,0,0.0,261004,100.0,0,0.0,100.0,0,0.0
Yangon (East),,60261553B46723390806239,MMR,ADM2,hospitals,TIME,6600,2894488,168216,100.0,0,0.0,788153,100.0,0,0.0,2323435,100.0,0,0.0,798761,100.0,0,0.0,261004,100.0,0,0.0,100.0,0,0.0
Yangon (East),,60261553B46723390806239,MMR,ADM2,hospitals,TIME,7200,2894488,168216,100.0,0,0.0,788153,100.0,0,0.0,2323435,100.0,0,0.0,798761,100.0,0,0.0,261004,100.0,0,0.0,100.0,0,0.0
Thandwe,,60261553B46892654123535,MMR,ADM2,hospitals,TIME,600,222908,15698,66.24,15698,66.24,73692,66.25,73692,66.25,176489,66.25,176489,66.25,55073,66.25,55073,66.25,22541,66.25,22541,66.25,66.25,222908,66.25
Thandwe,,60261553B46892654123535,MMR,ADM2,hospitals,TIME,1200,269223,18960,80.01,3262,13.77,89004,80.01,15312,13.77,213159,80.01,36670,13.76,66517,80.01,11444,13.77,27225,80.01,4684,13.77,80.01,46315,13.76
Thandwe,,60261553B46892654123535,MMR,ADM2,hospitals,TIME,1800,284814,20058,84.64,1098,4.63,94158,84.65,5154,4.63,225503,84.65,12344,4.63,70369,84.65,3852,4.63,28802,84.65,1577,4.63,84.65,15591,4.63
Thandwe,,60261553B46892654123535,MMR,ADM2,hospitals,TIME,2400,292294,20585,86.87,527,2.22,96631,86.87,2473,2.22,231426,86.87,5923,2.22,72217,86.87,1848,2.22,29558,86.87,756,2.22,86.87,7480,2.22
Thandwe,,60261553B46892654123535,MMR,ADM2,hospitals,TIME,3000,293796,20691,87.31,106,0.45,97127,87.31,496,0.45,232615,87.32,1189,0.45,72588,87.32,371,0.45,29710,87.32,152,0.45,87.32,1502,0.45
Thandwe,,60261553B46892654123535,MMR,ADM2,hospitals,TIME,3600,299053,21061,88.88,370,1.56,98865,88.88,1738,1.56,236777,88.88,4162,1.56,73887,88.88,1299,1.56,30242,88.88,532,1.56,88.88,5257,1.56
Thandwe,,60261553B46892654123535,MMR,ADM2,hospitals,TIME,4200,302233,21285,89.82,224,0.95,99917,89.82,1052,0.95,239295,89.82,2518,0.95,74672,89.82,785,0.94,30563,89.82,321,0.94,89.82,3180,0.95
Thandwe,,60261553B46892654123535,MMR,ADM2,hospitals,TIME,4800,304990,21479,90.64,194,0.82,100828,90.64,911,0.82,241478,90.64,2183,0.82,75353,90.64,681,0.82,30842,90.64,279,0.82,90.64,2757,0.82
Thandwe,,60261553B46892654123535,MMR,ADM2,hospitals,TIME,5400,307325,21644,91.34,165,0.7,101600,91.34,772,0.69,243326,91.34,1848,0.69,75930,91.34,577,0.69,31078,91.34,236,0.69,91.34,2335,0.69
Thandwe,,60261553B46892654123535,MMR,ADM2,hospitals,TIME,6000,308768,21745,91.76,101,0.43,102077,91.76,477,0.43,244469,91.76,1143,0.43,76287,91.77,357,0.43,31224,91.77,146,0.43,91.76,1443,0.43
Thandwe,,60261553B46892654123535,MMR,ADM2,hospitals,TIME,6600,309359,21787,91.94,42,0.18,102272,91.94,195,0.18,244937,91.94,468,0.18,76433,91.94,146,0.18,31284,91.94,60,0.18,91.94,591,0.18
Thandwe,,60261553B46892654123535,MMR,ADM2,hospitals,TIME,7200,309572,21802,92.0,15,0.06,102343,92.0,71,0.06,245106,92.0,169,0.06,76485,92.0,52,0.06,31305,92.0,21,0.06,92.0,213,0.06
Mawlaik,,60261553B47097675193132,MMR,ADM2,hospitals,TIME,600,24343,1792,13.65,1792,13.65,7517,13.65,7517,13.65,19409,13.65,19409,13.65,6221,13.65,6221,13.65,2326,13.65,2326,13.65,13.65,24343,13.65
Mawlaik,,60261553B47097675193132,MMR,ADM2,hospitals,TIME,1200,32422,2386,18.18,594,4.53,10012,18.19,2495,4.53,25850,18.19,6441,4.53,8286,18.19,2065,4.53,3098,18.18,772,4.53,18.19,8079,4.53
Mawlaik,,60261553B47097675193132,MMR,ADM2,hospitals,TIME,1800,40848,3007,22.91,621,4.73,12614,22.91,2602,4.73,32568,22.91,6718,4.73,10440,22.91,2154,4.73,3904,22.91,806,4.73,22.91,8426,4.73
Mawlaik,,60261553B47097675193132,MMR,ADM2,hospitals,TIME,2400,54101,3982,30.34,975,7.43,16707,30.35,4093,7.43,43135,30.35,10567,7.43,13827,30.35,3387,7.43,5171,30.35,1267,7.44,30.35,13253,7.43
Mawlaik,,60261553B47097675193132,MMR,ADM2,hospitals,TIME,3000,62202,4579,34.89,597,4.55,19209,34.89,2502,4.54,49594,34.89,6459,4.54,15897,34.89,2070,4.54,5945,34.89,774,4.54,34.89,8101,4.54
Mawlaik,,60261553B47097675193132,MMR,ADM2,hospitals,TIME,3600,71563,5268,40.14,689,5.25,22099,40.14,2890,5.25,57057,40.14,7463,5.25,18290,40.14,2393,5.25,6840,40.14,895,5.25,40.14,9361,5.25
Mawlaik,,60261553B47097675193132,MMR,ADM2,hospitals,TIME,4200,76794,5653,43.07,385,2.93,23715,43.08,1616,2.94,61228,43.08,4171,2.93,19627,43.08,1337,2.93,7340,43.08,500,2.93,43.07,5231,2.93
Mawlaik,,60261553B47097675193132,MMR,ADM2,hospitals,TIME,4800,79351,5841,44.5,188,1.43,24504,44.51,789,1.43,63267,44.51,2039,1.43,20280,44.51,653,1.43,7584,44.51,244,1.43,44.51,2557,1.43
Mawlaik,,60261553B47097675193132,MMR,ADM2,hospitals,TIME,5400,82594,6080,46.32,239,1.82,25506,46.33,1002,1.82,65852,46.33,2585,1.82,21109,46.33,829,1.82,7894,46.33,310,1.82,46.33,3243,1.82
Mawlaik,,60261553B47097675193132,MMR,ADM2,hospitals,TIME,6000,86182,6344,48.34,264,2.01,26614,48.34,1108,2.01,68713,48.34,2861,2.01,22026,48.34,917,2.01,8237,48.34,343,2.01,48.34,3588,2.01
Mawlaik,,60261553B47097675193132,MMR,ADM2,hospitals,TIME,6600,90204,6640,50.59,296,2.26,27856,50.6,1242,2.26,71920,50.6,3207,2.26,23054,50.6,1028,2.26,8621,50.59,384,2.25,50.6,4022,2.26
Mawlaik,,60261553B47097675193132,MMR,ADM2,hospitals,TIME,7200,91189,6713,51.15,73,0.56,28160,51.15,304,0.55,72705,51.15,785,0.55,23306,51.15,252,0.55,8716,51.15,95,0.56,51.15,985,0.55
Mongmit,,60261553B47927244306480,MMR,ADM2,hospitals,TIME,600,25962,2168,19.41,2168,19.41,8860,19.43,8860,19.43,21212,19.51,21212,19.51,6271,19.59,6271,19.59,1968,19.79,1968,19.79,19.53,25962,19.53
Mongmit,,60261553B47927244306480,MMR,ADM2,hospitals,TIME,1200,36395,3055,27.35,887,7.94,12469,27.35,3609,7.92,29766,27.37,8554,7.87,8771,27.4,2500,7.81,2730,27.46,762,7.66,27.38,10433,7.85
Mongmit,,60261553B47927244306480,MMR,ADM2,hospitals,TIME,1800,43188,3624,32.44,569,5.09,14795,32.45,2326,5.1,35322,32.48,5556,5.11,10408,32.51,1637,5.11,3239,32.58,509,5.12,32.49,6793,5.11
Mongmit,,60261553B47927244306480,MMR,ADM2,hospitals,TIME,2400,56880,4757,42.58,1133,10.14,19432,42.62,4637,10.17,46488,42.75,11166,10.27,13731,42.89,3323,10.38,4299,43.24,1060,10.66,42.79,13692,10.3
Mongmit,,60261553B47927244306480,MMR,ADM2,hospitals,TIME,3000,68639,5724,51.24,967,8.66,23395,51.32,3963,8.69,56065,51.56,9577,8.81,16593,51.83,2862,8.94,5221,52.51,922,9.27,51.64,11759,8.85
Mongmit,,60261553B47927244306480,MMR,ADM2,hospitals,TIME,3600,73775,6154,55.08,430,3.85,25152,55.17,1757,3.85,60264,55.42,4199,3.86,17832,55.7,1239,3.87,5608,56.41,387,3.89,55.5,5136,3.86
Mongmit,,60261553B47927244306480,MMR,ADM2,hospitals,TIME,4200,76104,6352,56.86,198,1.77,25958,56.94,806,1.77,62173,57.17,1909,1.76,18390,57.44,558,1.74,5778,58.12,170,1.71,57.25,2329,1.75
Mongmit,,60261553B47927244306480,MMR,ADM2,hospitals,TIME,4800,84173,7034,62.96,682,6.1,28737,63.03,2779,6.1,68781,63.25,6608,6.08,20328,63.5,1938,6.05,6374,64.11,596,5.99,63.32,8069,6.07
Mongmit,,60261553B47927244306480,MMR,ADM2,hospitals,TIME,5400,88673,7416,66.38,382,3.42,30293,66.45,1556,3.41,72471,66.64,3690,3.39,21407,66.87,1079,3.37,6703,67.42,329,3.31,66.71,4500,3.39
Mongmit,,60261553B47927244306480,MMR,ADM2,hospitals,TIME,6000,96697,8098,72.48,682,6.1,33069,72.54,2776,6.09,79049,72.69,6578,6.05,23329,72.87,1922,6.0,7289,73.32,586,5.89,72.74,8024,6.04
Mongmit,,60261553B47927244306480,MMR,ADM2,hospitals,TIME,6600,97603,8175,73.17,77,0.69,33382,73.22,313,0.69,79792,73.38,743,0.68,23546,73.55,217,0.68,7356,73.99,67,0.67,73.43,906,0.68
Mongmit,,60261553B47927244306480,MMR,ADM2,hospitals,TIME,7200,102854,8621,77.17,446,3.99,35198,77.21,1816,3.98,84097,77.33,4305,3.96,24804,77.48,1258,3.93,7739,77.84,383,3.85,77.38,5251,3.95
Hinthada,,60261553B48695999525720,MMR,ADM2,hospitals,TIME,600,681384,52048,57.57,52048,57.57,211023,57.57,211023,57.57,544092,57.57,544092,57.57,164530,57.57,164530,57.57,64303,57.56,64303,57.56,57.57,681384,57.57
Hinthada,,60261553B48695999525720,MMR,ADM2,hospitals,TIME,1200,995404,76033,84.11,23985,26.53,308270,84.1,97247,26.53,794837,84.1,250745,26.53,240359,84.1,75829,26.53,93941,84.1,29638,26.53,84.1,314020,26.53
Hinthada,,60261553B48695999525720,MMR,ADM2,hospitals,TIME,1800,1092737,83466,92.33,7433,8.22,338411,92.32,30141,8.22,872556,92.32,77719,8.22,263865,92.32,23506,8.22,103129,92.32,9188,8.23,92.32,97333,8.22
Hinthada,,60261553B48695999525720,MMR,ADM2,hospitals,TIME,2400,1130196,86327,95.49,2861,3.16,350013,95.49,11602,3.17,902468,95.49,29912,3.16,272910,95.49,9045,3.16,106664,95.48,3535,3.16,95.49,37459,3.16
Hinthada,,60261553B48695999525720,MMR,ADM2,hospitals,TIME,3000,1140187,87090,96.34,763,0.84,353107,96.33,3094,0.84,910446,96.33,7978,0.84,275322,96.33,2412,0.84,107607,96.33,943,0.84,96.33,9991,0.84
Hinthada,,60261553B48695999525720,MMR,ADM2,hospitals,TIME,3600,1143408,87336,96.61,246,0.27,354104,96.61,997,0.27,913018,96.61,2572,0.27,276101,96.6,779,0.27,107911,96.6,304,0.27,96.6,3221,0.27
Hinthada,,60261553B48695999525720,MMR,ADM2,hospitals,TIME,4200,1147678,87662,96.97,326,0.36,355426,96.97,1322,0.36,916427,96.97,3409,0.36,277132,96.96,1031,0.36,108314,96.96,403,0.36,96.97,4270,0.36
Hinthada,,60261553B48695999525720,MMR,ADM2,hospitals,TIME,4800,1149356,87789,97.11,127,0.14,355944,97.11,518,0.14,917766,97.11,1339,0.14,277539,97.11,407,0.14,108474,97.1,160,0.14,97.11,1678,0.14
Hinthada,,60261553B48695999525720,MMR,ADM2,hospitals,TIME,5400,1152223,88008,97.35,219,0.24,356832,97.35,888,0.24,920055,97.35,2289,0.24,278231,97.35,692,0.24,108744,97.35,270,0.24,97.35,2867,0.24
Hinthada,,60261553B48695999525720,MMR,ADM2,hospitals,TIME,6000,1153275,88088,97.44,80,0.09,357158,97.44,326,0.09,920895,97.44,840,0.09,278485,97.44,254,0.09,108844,97.44,100,0.09,97.44,1052,0.09
Hinthada,,60261553B48695999525720,MMR,ADM2,hospitals,TIME,6600,1153642,88116,97.47,28,0.03,357272,97.47,114,0.03,921188,97.47,293,0.03,278574,97.47,89,0.03,108878,97.47,34,0.03,97.47,367,0.03
Hinthada,,60261553B48695999525720,MMR,ADM2,hospitals,TIME,7200,1155083,88226,97.59,110,0.12,357718,97.59,446,0.12,922339,97.59,1151,0.12,278922,97.59,348,0.12,109014,97.59,136,0.12,97.59,1441,0.12
Minbu,,60261553B50567728635340,MMR,ADM2,hospitals,TIME,600,314569,21426,45.55,21426,45.55,89559,45.55,89559,45.55,245927,45.55,245927,45.55,81288,45.55,81288,45.55,34946,45.55,34946,45.55,45.55,314569,45.55
Minbu,,60261553B50567728635340,MMR,ADM2,hospitals,TIME,1200,443584,30213,64.23,8787,18.68,126291,64.24,36732,18.68,346790,64.24,100863,18.68,114627,64.24,33339,18.68,49279,64.24,14333,18.68,64.24,129015,18.68
Minbu,,60261553B50567728635340,MMR,ADM2,hospitals,TIME,1800,501814,34180,72.67,3967,8.43,142869,72.67,16578,8.43,392313,72.67,45523,8.43,129675,72.67,15048,8.43,55748,72.67,6469,8.43,72.67,58230,8.43
Minbu,,60261553B50567728635340,MMR,ADM2,hospitals,TIME,2400,553906,37728,80.21,3548,7.54,157700,80.21,14831,7.54,433038,80.21,40725,7.54,143136,80.21,13461,7.54,61535,80.22,5787,7.54,80.21,52092,7.54
Minbu,,60261553B50567728635340,MMR,ADM2,hospitals,TIME,3000,593744,40441,85.98,2713,5.77,169042,85.98,11342,5.77,464183,85.98,31145,5.77,153430,85.98,10294,5.77,65960,85.98,4425,5.77,85.98,39838,5.77
Minbu,,60261553B50567728635340,MMR,ADM2,hospitals,TIME,3600,600448,40898,86.95,457,0.97,170951,86.95,1909,0.97,469424,86.95,5241,0.97,155163,86.95,1733,0.97,66705,86.96,745,0.97,86.95,6704,0.97
Minbu,,60261553B50567728635340,MMR,ADM2,hospitals,TIME,4200,618500,42127,89.56,1229,2.61,176090,89.56,5139,2.61,483537,89.57,14113,2.61,159828,89.57,4665,2.61,68711,89.57,2006,2.61,89.57,18052,2.61
Minbu,,60261553B50567728635340,MMR,ADM2,hospitals,TIME,4800,620751,42281,89.89,154,0.33,176731,89.89,641,0.33,485296,89.89,1759,0.33,160409,89.89,581,0.33,68961,89.9,250,0.33,89.89,2251,0.33
Minbu,,60261553B50567728635340,MMR,ADM2,hospitals,TIME,5400,635075,43256,91.96,975,2.07,180809,91.96,4078,2.07,496495,91.97,11199,2.07,164111,91.97,3702,2.07,70552,91.97,1591,2.07,91.97,14324,2.07
Minbu,,60261553B50567728635340,MMR,ADM2,hospitals,TIME,6000,641095,43666,92.83,410,0.87,182523,92.84,1714,0.87,501202,92.84,4707,0.87,165667,92.84,1556,0.87,71221,92.84,669,0.87,92.84,6020,0.87
Minbu,,60261553B50567728635340,MMR,ADM2,hospitals,TIME,6600,670313,45657,97.07,1991,4.23,190842,97.07,8319,4.23,524044,97.07,22842,4.23,173217,97.07,7550,4.23,74467,97.07,3246,4.23,97.07,29218,4.23
Minbu,,60261553B50567728635340,MMR,ADM2,hospitals,TIME,7200,679608,46290,98.41,633,1.35,193488,98.41,2646,1.35,531311,98.42,7267,1.35,175619,98.42,2402,1.35,75499,98.42,1032,1.35,98.42,9295,1.35
Nyaung-U,,60261553B51345078390617,MMR,ADM2,hospitals,TIME,600,217071,14202,41.82,14202,41.82,62599,41.88,62599,41.88,172753,41.89,172753,41.89,57446,41.9,57446,41.9,21066,41.71,21066,41.71,41.87,217071,41.87
Nyaung-U,,60261553B51345078390617,MMR,ADM2,hospitals,TIME,1200,264884,17336,51.05,3134,9.23,76379,51.11,13780,9.22,210774,51.11,38021,9.22,70086,51.12,12640,9.22,25736,50.96,4670,9.25,51.09,47813,9.22
Nyaung-U,,60261553B51345078390617,MMR,ADM2,hospitals,TIME,1800,314147,20567,60.57,3231,9.52,90574,60.6,14195,9.5,249934,60.61,39160,9.5,83104,60.61,13018,9.49,30562,60.51,4826,9.56,60.6,49263,9.5
Nyaung-U,,60261553B51345078390617,MMR,ADM2,hospitals,TIME,2400,384826,25198,74.21,4631,13.64,110948,74.24,20374,13.63,306151,74.24,56217,13.63,101794,74.24,18690,13.63,37453,74.15,6891,13.64,74.23,70679,13.63
Nyaung-U,,60261553B51345078390617,MMR,ADM2,hospitals,TIME,3000,407009,26654,78.5,1456,4.29,117339,78.51,6391,4.28,323780,78.51,17629,4.27,107654,78.51,5860,4.27,39631,78.47,2178,4.31,78.51,22183,4.28
Nyaung-U,,60261553B51345078390617,MMR,ADM2,hospitals,TIME,3600,424030,27769,81.78,1115,3.28,122245,81.79,4906,3.28,337317,81.8,13537,3.28,112155,81.8,4501,3.28,41291,81.75,1660,3.29,81.79,17021,3.28
Nyaung-U,,60261553B51345078390617,MMR,ADM2,hospitals,TIME,4200,428692,28075,82.68,306,0.9,123589,82.69,1344,0.9,341024,82.69,3707,0.9,113387,82.7,1232,0.9,41748,82.66,457,0.9,82.69,4662,0.9
Nyaung-U,,60261553B51345078390617,MMR,ADM2,hospitals,TIME,4800,469822,30765,90.6,2690,7.92,135450,90.63,11861,7.94,373758,90.63,32734,7.94,124272,90.63,10885,7.94,45738,90.56,3990,7.9,90.62,41130,7.93
Nyaung-U,,60261553B51345078390617,MMR,ADM2,hospitals,TIME,5400,478399,31327,92.26,562,1.66,137924,92.28,2474,1.66,380583,92.29,6825,1.65,126542,92.29,2270,1.66,46571,92.21,833,1.65,92.28,8577,1.65
Nyaung-U,,60261553B51345078390617,MMR,ADM2,hospitals,TIME,6000,515613,33765,99.44,2438,7.18,148651,99.46,10727,7.18,410181,99.46,29598,7.18,136382,99.47,9840,7.18,50200,99.39,3629,7.19,99.46,37214,7.18
Nyaung-U,,60261553B51345078390617,MMR,ADM2,hospitals,TIME,6600,518394,33953,99.99,188,0.55,149444,99.99,793,0.53,412361,99.99,2180,0.53,137103,99.99,721,0.53,50503,99.99,303,0.6,99.99,2781,0.54
Nyaung-U,,60261553B51345078390617,MMR,ADM2,hospitals,TIME,7200,518430,33956,100.0,3,0.01,149455,100.0,11,0.01,412390,100.0,29,0.01,137113,100.0,10,0.01,50507,100.0,4,0.01,100.0,36,0.01
Bago,,60261553B52408869304596,MMR,ADM2,hospitals,TIME,600,1202572,86147,63.56,86147,63.56,364317,63.51,364317,63.51,954285,63.46,954285,63.46,299351,63.41,299351,63.41,119471,63.51,119471,63.51,63.46,1202572,63.46
Bago,,60261553B52408869304596,MMR,ADM2,hospitals,TIME,1200,1547638,110856,81.79,24709,18.23,468832,81.73,104515,18.22,1228114,81.67,273829,18.21,385267,81.61,85916,18.2,153745,81.73,34274,18.22,81.67,345066,18.21
Bago,,60261553B52408869304596,MMR,ADM2,hospitals,TIME,1800,1660370,118898,87.72,8042,5.93,502909,87.67,34077,5.94,1317594,87.62,89480,5.95,413397,87.57,28130,5.96,164921,87.67,11176,5.94,87.62,112732,5.95
Bago,,60261553B52408869304596,MMR,ADM2,hospitals,TIME,2400,1736493,124329,91.73,5431,4.01,525920,91.68,23011,4.01,1378016,91.63,60422,4.02,432390,91.59,18993,4.02,172469,91.69,7548,4.01,91.64,76123,4.02
Bago,,60261553B52408869304596,MMR,ADM2,hospitals,TIME,3000,1800659,128775,95.01,4446,3.28,545017,95.01,19097,3.33,1429035,95.03,51019,3.39,448664,95.04,16274,3.45,178741,95.02,6272,3.33,95.03,64166,3.39
Bago,,60261553B52408869304596,MMR,ADM2,hospitals,TIME,3600,1823465,130406,96.21,1631,1.2,551921,96.21,6904,1.2,1447135,96.23,18100,1.2,454346,96.24,5682,1.2,181005,96.22,2264,1.2,96.23,22806,1.2
Bago,,60261553B52408869304596,MMR,ADM2,hospitals,TIME,4200,1831809,131023,96.67,617,0.46,554522,96.67,2601,0.45,1453749,96.67,6614,0.44,456382,96.67,2036,0.43,181842,96.67,837,0.44,96.67,8344,0.44
Bago,,60261553B52408869304596,MMR,ADM2,hospitals,TIME,4800,1835114,131262,96.84,239,0.18,555530,96.84,1008,0.18,1456371,96.84,2622,0.17,457201,96.84,819,0.17,182171,96.84,329,0.17,96.84,3305,0.17
Bago,,60261553B52408869304596,MMR,ADM2,hospitals,TIME,5400,1836123,131334,96.9,72,0.05,555837,96.9,307,0.05,1457171,96.9,800,0.05,457451,96.9,250,0.05,182271,96.9,100,0.05,96.9,1009,0.05
Bago,,60261553B52408869304596,MMR,ADM2,hospitals,TIME,6000,1849296,132278,97.59,944,0.7,559829,97.59,3992,0.7,1467623,97.59,10452,0.7,460729,97.59,3278,0.69,183580,97.59,1309,0.7,97.59,13173,0.7
Bago,,60261553B52408869304596,MMR,ADM2,hospitals,TIME,6600,1849395,132286,97.6,8,0.01,559859,97.6,30,0.01,1467702,97.6,79,0.01,460754,97.6,25,0.01,183590,97.6,10,0.01,97.6,99,0.01
Bago,,60261553B52408869304596,MMR,ADM2,hospitals,TIME,7200,1849764,132313,97.62,27,0.02,559975,97.62,116,0.02,1467995,97.62,293,0.02,460844,97.62,90,0.02,183627,97.62,37,0.02,97.62,369,0.02
Taungoo,,60261553B53825313002023,MMR,ADM2,hospitals,TIME,600,880074,63053,73.11,63053,73.11,266635,73.11,266635,73.11,698360,73.11,698360,73.11,219066,73.11,219066,73.11,87443,73.11,87443,73.11,73.11,880074,73.11
Taungoo,,60261553B53825313002023,MMR,ADM2,hospitals,TIME,1200,1112695,79717,92.44,16664,19.32,337108,92.44,70473,19.32,882951,92.44,184591,19.33,276974,92.44,57908,19.33,110555,92.44,23112,19.32,92.44,232621,19.33
Taungoo,,60261553B53825313002023,MMR,ADM2,hospitals,TIME,1800,1162394,83279,96.57,3562,4.13,352168,96.57,15060,4.13,922388,96.57,39437,4.13,289343,96.57,12369,4.13,115493,96.57,4938,4.13,96.57,49699,4.13
Taungoo,,60261553B53825313002023,MMR,ADM2,hospitals,TIME,2400,1179719,84521,98.01,1242,1.44,357417,98.01,5249,1.44,936136,98.01,13748,1.44,293654,98.01,4311,1.44,117215,98.01,1722,1.44,98.01,17325,1.44
Taungoo,,60261553B53825313002023,MMR,ADM2,hospitals,TIME,3000,1186641,85017,98.58,496,0.58,359515,98.58,2098,0.58,941628,98.58,5492,0.57,295377,98.58,1723,0.58,117903,98.58,688,0.58,98.58,6922,0.58
Taungoo,,60261553B53825313002023,MMR,ADM2,hospitals,TIME,3600,1189054,85190,98.78,173,0.2,360246,98.78,731,0.2,943543,98.78,1915,0.2,295978,98.78,601,0.2,118142,98.78,239,0.2,98.78,2413,0.2
Taungoo,,60261553B53825313002023,MMR,ADM2,hospitals,TIME,4200,1196832,85747,99.43,557,0.65,362603,99.43,2357,0.65,949715,99.43,6172,0.65,297913,99.43,1935,0.65,118915,99.43,773,0.65,99.43,7778,0.65
Taungoo,,60261553B53825313002023,MMR,ADM2,hospitals,TIME,4800,1198959,85900,99.61,153,0.18,363248,99.61,645,0.18,951403,99.61,1688,0.18,298443,99.61,530,0.18,119127,99.61,212,0.18,99.61,2127,0.18
Taungoo,,60261553B53825313002023,MMR,ADM2,hospitals,TIME,5400,1200168,85986,99.71,86,0.1,363614,99.71,366,0.1,952362,99.71,959,0.1,298744,99.71,301,0.1,119247,99.71,120,0.1,99.71,1209,0.1
Taungoo,,60261553B53825313002023,MMR,ADM2,hospitals,TIME,6000,1200169,85986,99.71,0,0.0,363614,99.71,0,0.0,952363,99.71,1,0.0,298744,99.71,0,0.0,119247,99.71,0,0.0,99.71,1,0.0
Taungoo,,60261553B53825313002023,MMR,ADM2,hospitals,TIME,6600,1200169,85986,99.71,0,0.0,363614,99.71,0,0.0,952363,99.71,0,0.0,298744,99.71,0,0.0,119247,99.71,0,0.0,99.71,0,0.0
Taungoo,,60261553B53825313002023,MMR,ADM2,hospitals,TIME,7200,1200412,86004,99.73,18,0.02,363688,99.73,74,0.02,952556,99.73,193,0.02,298804,99.73,60,0.02,119271,99.73,24,0.02,99.73,243,0.02
Katha,,60261553B54197947879165,MMR,ADM2,hospitals,TIME,600,250632,18461,26.73,18461,26.73,77449,26.73,77449,26.73,199889,26.73,199889,26.73,64012,26.73,64012,26.73,23895,26.73,23895,26.73,26.73,250632,26.73
Katha,,60261553B54197947879165,MMR,ADM2,hospitals,TIME,1200,357110,26300,38.08,7839,11.35,110331,38.08,32882,11.35,284784,38.08,84895,11.35,91226,38.09,27214,11.36,34072,38.11,10177,11.38,38.09,106478,11.36
Katha,,60261553B54197947879165,MMR,ADM2,hospitals,TIME,1800,445622,32821,47.52,6521,9.44,137693,47.52,27362,9.44,355388,47.53,70604,9.44,113824,47.53,22598,9.44,42500,47.54,8428,9.43,47.53,88512,9.44
Katha,,60261553B54197947879165,MMR,ADM2,hospitals,TIME,2400,518910,38217,55.34,5396,7.81,160329,55.34,22636,7.81,413825,55.34,58437,7.81,132552,55.35,18728,7.82,49500,55.37,7000,7.83,55.34,73288,7.82
Katha,,60261553B54197947879165,MMR,ADM2,hospitals,TIME,3000,564527,41578,60.2,3361,4.87,174422,60.2,14093,4.86,450199,60.2,36374,4.86,144208,60.22,11656,4.87,53857,60.24,4357,4.87,60.21,45617,4.87
Katha,,60261553B54197947879165,MMR,ADM2,hospitals,TIME,3600,598357,44069,63.81,2491,3.61,184877,63.81,10455,3.61,477180,63.81,26981,3.61,152848,63.82,8640,3.61,57082,63.85,3225,3.61,63.82,33830,3.61
Katha,,60261553B54197947879165,MMR,ADM2,hospitals,TIME,4200,626228,46121,66.78,2052,2.97,193484,66.78,8607,2.97,499402,66.78,22222,2.97,159971,66.8,7123,2.97,59745,66.83,2663,2.98,66.79,27871,2.97
Katha,,60261553B54197947879165,MMR,ADM2,hospitals,TIME,4800,638248,47006,68.06,885,1.28,197196,68.06,3712,1.28,508985,68.07,9583,1.28,163043,68.08,3072,1.28,60894,68.11,1149,1.29,68.07,12020,1.28
Katha,,60261553B54197947879165,MMR,ADM2,hospitals,TIME,5400,661625,48728,70.56,1722,2.49,204421,70.55,7225,2.49,527631,70.56,18646,2.49,169012,70.57,5969,2.49,63121,70.6,2227,2.49,70.56,23377,2.49
Katha,,60261553B54197947879165,MMR,ADM2,hospitals,TIME,6000,673621,49612,71.84,884,1.28,208125,71.83,3704,1.28,537196,71.84,9565,1.28,172078,71.85,3066,1.28,64268,71.88,1147,1.28,71.84,11996,1.28
Katha,,60261553B54197947879165,MMR,ADM2,hospitals,TIME,6600,692653,51013,73.87,1401,2.03,214003,73.86,5878,2.03,552370,73.87,15174,2.03,176942,73.89,4864,2.03,66087,73.92,1819,2.03,73.87,19032,2.03
Katha,,60261553B54197947879165,MMR,ADM2,hospitals,TIME,7200,705007,51922,75.18,909,1.32,217818,75.18,3815,1.32,562220,75.19,9850,1.32,180100,75.2,3158,1.32,67268,75.24,1181,1.32,75.19,12354,1.32
Langkho,,60261553B57199101523672,MMR,ADM2,hospitals,TIME,600,53889,4577,31.19,4577,31.19,18638,31.19,18638,31.19,44180,31.19,44180,31.19,12911,31.19,12911,31.19,3936,31.19,3936,31.19,31.19,53889,31.19
Langkho,,60261553B57199101523672,MMR,ADM2,hospitals,TIME,1200,59627,5064,34.51,487,3.32,20622,34.51,1984,3.32,48884,34.51,4704,3.32,14286,34.51,1375,3.32,4355,34.51,419,3.32,34.51,5738,3.32
