name,iso,id,country,admin_level,category,range_type,range,population,under_5_population,under_5_population_share,under_5_population_interval,under_5_population_interval_share,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,adults_population,adults_population_share,adults_population_interval,adults_population_interval_share,women_childbearing_population,women_childbearing_population_share,women_childbearing_population_interval,women_childbearing_population_interval_share,elderly_population,elderly_population_share,elderly_population_interval,elderly_population_interval_share,population_share,population_interval,population_interval_share
Saigang,MM-01,20573499B8199738503087,MMR,ADM1,hospitals,TIME,1200,2779375,205856,48.44,60362,14.2,861403,48.4,252202,14.17,2216545,48.35,647667,14.13,709364,48.33,207094,14.11,265110,48.32,77387,14.11,48.34,812039,14.12
Saigang,MM-01,20573499B8199738503087,MMR,ADM1,hospitals,TIME,1800,3343992,247811,58.31,41955,9.87,1036741,58.25,175338,9.85,2666901,58.17,450356,9.82,853352,58.13,143988,9.81,318892,58.13,53782,9.8,58.17,564617,9.82
Saigang,MM-01,20573499B8199738503087,MMR,ADM1,hospitals,TIME,2400,3797114,281248,66.17,33437,7.87,1176867,66.12,140126,7.87,3028211,66.05,361310,7.88,969099,66.02,115747,7.89,362166,66.02,43274,7.89,66.05,453122,7.88
Saigang,MM-01,20573499B8199738503087,MMR,ADM1,hospitals,TIME,3000,4081886,302246,71.11,20998,4.94,1264891,71.07,88024,4.95,3255276,71.0,227065,4.95,1041855,70.98,72756,4.96,389369,70.97,27203,4.96,71.0,284772,4.95
Saigang,MM-01,20573499B8199738503087,MMR,ADM1,hospitals,TIME,3600,4278827,316746,74.53,14500,3.41,1325717,74.48,60826,3.42,3412308,74.43,157032,3.43,1092186,74.41,50331,3.43,408183,74.4,18814,3.43,74.43,196941,3.43
Saigang,MM-01,20573499B8199738503087,MMR,ADM1,hospitals,TIME,4200,4508720,333677,78.51,16931,3.98,1396727,78.47,71010,3.99,3595604,78.43,183296,4.0,1150936,78.41,58750,4.0,430154,78.41,21971,4.0,78.42,229893,4.0
Saigang,MM-01,20573499B8199738503087,MMR,ADM1,hospitals,TIME,4800,4573905,338476,79.64,4799,1.13,1416858,79.6,20131,1.13,3647576,79.56,51972,1.13,1167596,79.54,16660,1.13,436384,79.54,6230,1.14,79.56,65185,1.13
Saigang,MM-01,20573499B8199738503087,MMR,ADM1,hospitals,TIME,5400,4680751,346333,81.49,7857,1.85,1449834,81.46,32976,1.85,3732771,81.42,85195,1.86,1194910,81.4,27314,1.86,446591,81.4,10207,1.86,81.42,106846,1.86
Saigang,MM-01,20573499B8199738503087,MMR,ADM1,hospitals,TIME,6000,4742699,350894,82.56,4561,1.07,1468965,82.53,19131,1.07,3782162,82.5,49391,1.08,1210743,82.48,15833,1.08,452512,82.48,5921,1.08,82.49,61948,1.08
Saigang,MM-01,20573499B8199738503087,MMR,ADM1,hospitals,TIME,6600,4868656,360167,84.74,9273,2.18,1507859,84.72,38894,2.19,3882586,84.69,100424,2.19,1242937,84.68,32194,2.19,464553,84.68,12041,2.19,84.69,125957,2.19
Saigang,MM-01,20573499B8199738503087,MMR,ADM1,hospitals,TIME,7200,4891520,361850,85.14,1683,0.4,1514920,85.11,7061,0.4,3900816,85.08,18230,0.4,1248780,85.07,5843,0.4,466738,85.08,2185,0.4,85.08,22864,0.4
Kayin,MM-13,20573499B82081528957960,MMR,ADM1,hospitals,TIME,600,1023213,99585,63.07,99585,63.07,373013,63.0,373013,63.0,825932,62.9,825932,62.9,227678,62.81,227678,62.81,87676,62.77,87676,62.77,62.89,1023213,62.89
Kayin,MM-13,20573499B82081528957960,MMR,ADM1,hospitals,TIME,1200,1261731,122684,77.7,23099,14.63,459693,77.64,86680,14.64,1018398,77.56,192466,14.66,280866,77.49,53188,14.67,108179,77.45,20503,14.68,77.55,238518,14.66
Kayin,MM-13,20573499B82081528957960,MMR,ADM1,hospitals,TIME,1800,1388123,134696,85.3,12012,7.61,505084,85.31,45391,7.67,1120262,85.32,101864,7.76,309281,85.33,28415,7.84,119169,85.32,10990,7.87,85.32,126392,7.77
Kayin,MM-13,20573499B82081528957960,MMR,ADM1,hospitals,TIME,2400,1468340,142467,90.22,7771,4.92,534252,90.23,29168,4.93,1184984,90.25,64722,4.93,327157,90.26,17876,4.93,126071,90.26,6902,4.94,90.25,80217,4.93
Kayin,MM-13,20573499B82081528957960,MMR,ADM1,hospitals,TIME,3000,1517252,147210,93.23,4743,3.0,552042,93.24,17790,3.0,1224457,93.25,39473,3.01,338058,93.26,10901,3.01,130271,93.27,4200,3.01,93.25,48912,3.01
Kayin,MM-13,20573499B82081528957960,MMR,ADM1,hospitals,TIME,3600,1528676,148323,93.93,1113,0.7,556210,93.94,4168,0.7,1233679,93.95,9222,0.7,340599,93.97,2541,0.7,131250,93.97,979,0.7,93.96,11424,0.7
Kayin,MM-13,20573499B82081528957960,MMR,ADM1,hospitals,TIME,4200,1531248,148574,94.09,251,0.16,557148,94.1,938,0.16,1235755,94.11,2076,0.16,341171,94.12,572,0.16,131470,94.13,220,0.16,94.11,2572,0.16
Kayin,MM-13,20573499B82081528957960,MMR,ADM1,hospitals,TIME,4800,1534257,148867,94.28,293,0.19,558245,94.28,1097,0.19,1238184,94.3,2429,0.18,341841,94.31,670,0.18,131727,94.31,257,0.18,94.3,3009,0.18
Kayin,MM-13,20573499B82081528957960,MMR,ADM1,hospitals,TIME,5400,1572125,152556,96.61,3689,2.34,572058,96.62,13813,2.33,1268752,96.62,30568,2.33,350263,96.63,8422,2.32,134970,96.63,3243,2.32,96.63,37868,2.33
Kayin,MM-13,20573499B82081528957960,MMR,ADM1,hospitals,TIME,6000,1574943,152830,96.79,274,0.17,573086,96.79,1028,0.17,1271028,96.8,2276,0.17,350890,96.8,627,0.17,135212,96.81,242,0.17,96.8,2818,0.17
Kayin,MM-13,20573499B82081528957960,MMR,ADM1,hospitals,TIME,6600,1576455,152978,96.88,148,0.09,573638,96.88,552,0.09,1272248,96.89,1220,0.09,351226,96.9,336,0.09,135341,96.9,129,0.09,96.89,1512,0.09
Kayin,MM-13,20573499B82081528957960,MMR,ADM1,hospitals,TIME,7200,1576521,152984,96.88,6,0.0,573662,96.89,24,0.0,1272301,96.89,53,0.0,351241,96.9,15,0.0,135347,96.9,6,0.0,96.9,66,0.0
Shan,MM-17,20573499B82952573339616,MMR,ADM1,hospitals,TIME,600,3659802,310785,53.39,310785,53.39,1265550,53.39,1265550,53.39,3000324,53.38,3000324,53.38,876964,53.37,876964,53.37,267450,53.36,267450,53.36,53.38,3659802,53.38
Shan,MM-17,20573499B82952573339616,MMR,ADM1,hospitals,TIME,1200,4612236,391647,67.28,80862,13.89,1594865,67.28,329315,13.89,3781138,67.27,780814,13.89,1105188,67.26,228224,13.89,337048,67.25,69598,13.89,67.27,952434,13.89
Shan,MM-17,20573499B82952573339616,MMR,ADM1,hospitals,TIME,1800,5031748,427256,73.4,35609,6.12,1739889,73.39,145024,6.12,4125037,73.39,343899,6.12,1205729,73.38,100541,6.12,367724,73.37,30676,6.12,73.39,419512,6.12
Shan,MM-17,20573499B82952573339616,MMR,ADM1,hospitals,TIME,2400,5463889,463895,79.69,36639,6.29,1889147,79.69,149258,6.3,4479220,79.69,354183,6.3,1309352,79.69,103623,6.31,399392,79.69,31668,6.32,79.69,432141,6.3
Shan,MM-17,20573499B82952573339616,MMR,ADM1,hospitals,TIME,3000,5705086,484346,83.2,20451,3.51,1972454,83.21,83307,3.51,4676894,83.21,197674,3.52,1367190,83.21,57838,3.52,417079,83.21,17687,3.53,83.21,241197,3.52
Shan,MM-17,20573499B82952573339616,MMR,ADM1,hospitals,TIME,3600,5912590,501965,86.23,17619,3.03,2044202,86.23,71748,3.03,4847001,86.23,170107,3.03,1416914,86.24,49724,3.03,432249,86.24,15170,3.03,86.23,207504,3.03
Shan,MM-17,20573499B82952573339616,MMR,ADM1,hospitals,TIME,4200,6053354,513921,88.28,11956,2.05,2092886,88.29,48684,2.05,4962404,88.29,115403,2.05,1450640,88.29,33726,2.05,442531,88.29,10282,2.05,88.29,140764,2.05
Shan,MM-17,20573499B82952573339616,MMR,ADM1,hospitals,TIME,4800,6189147,525447,90.26,11526,1.98,2139827,90.27,46941,1.98,5073720,90.27,111316,1.98,1483186,90.27,32546,1.98,452463,90.27,9932,1.98,90.27,135793,1.98
Shan,MM-17,20573499B82952573339616,MMR,ADM1,hospitals,TIME,5400,6310787,535779,92.04,10332,1.77,2181897,92.04,42070,1.77,5173444,92.04,99724,1.77,1512330,92.04,29144,1.77,461349,92.05,8886,1.77,92.04,121640,1.77
Shan,MM-17,20573499B82952573339616,MMR,ADM1,hospitals,TIME,6000,6393059,542767,93.24,6988,1.2,2210352,93.24,28455,1.2,5240893,93.24,67449,1.2,1532041,93.24,19711,1.2,467359,93.25,6010,1.2,93.24,82272,1.2
Shan,MM-17,20573499B82952573339616,MMR,ADM1,hospitals,TIME,6600,6443757,547072,93.98,4305,0.74,2227884,93.98,17532,0.74,5282457,93.98,41564,0.74,1544189,93.98,12148,0.74,471063,93.98,3704,0.74,93.98,50698,0.74
Shan,MM-17,20573499B82952573339616,MMR,ADM1,hospitals,TIME,7200,6533262,554674,95.29,7602,1.31,2258840,95.29,30956,1.31,5355836,95.29,73379,1.31,1565634,95.29,21445,1.31,477601,95.29,6538,1.3,95.29,89505,1.31
Mon,MM-15,20573499B93796524737308,MMR,ADM1,hospitals,TIME,600,1417897,110373,71.29,110373,71.29,463145,71.29,463145,71.29,1121508,71.29,1121508,71.29,334113,71.29,334113,71.29,144507,71.3,144507,71.3,71.29,1417897,71.29
Mon,MM-15,20573499B93796524737308,MMR,ADM1,hospitals,TIME,1200,1761730,137144,88.58,26771,17.29,575472,88.58,112327,17.29,1393472,88.58,271964,17.29,415127,88.57,81014,17.29,179546,88.58,35039,17.29,88.58,343833,17.29
Mon,MM-15,20573499B93796524737308,MMR,ADM1,hospitals,TIME,1800,1841414,143355,92.59,6211,4.01,601522,92.59,26050,4.01,1456510,92.58,63038,4.01,433897,92.58,18770,4.0,187656,92.59,8110,4.0,92.58,79684,4.01
Mon,MM-15,20573499B93796524737308,MMR,ADM1,hospitals,TIME,2400,1871042,145662,94.08,2307,1.49,611201,94.08,9679,1.49,1479945,94.07,23435,1.49,440877,94.07,6980,1.49,190676,94.08,3020,1.49,94.07,29628,1.49
Mon,MM-15,20573499B93796524737308,MMR,ADM1,hospitals,TIME,3000,1898287,147777,95.44,2115,1.37,620079,95.44,8878,1.37,1501496,95.44,21551,1.37,447309,95.44,6432,1.37,193451,95.45,2775,1.37,95.44,27245,1.37
Mon,MM-15,20573499B93796524737308,MMR,ADM1,hospitals,TIME,3600,1909120,148619,95.99,842,0.54,623612,95.99,3533,0.54,1510065,95.99,8569,0.54,449865,95.99,2556,0.55,194554,95.99,1103,0.54,95.99,10833,0.54
Mon,MM-15,20573499B93796524737308,MMR,ADM1,hospitals,TIME,4200,1917715,149291,96.42,672,0.43,626422,96.42,2810,0.43,1516868,96.42,6803,0.43,451890,96.42,2025,0.43,195426,96.42,872,0.43,96.42,8595,0.43
Mon,MM-15,20573499B93796524737308,MMR,ADM1,hospitals,TIME,4800,1924441,149814,96.76,523,0.34,628620,96.76,2198,0.34,1522188,96.76,5320,0.34,453475,96.76,1585,0.34,196112,96.76,686,0.34,96.76,6726,0.34
Mon,MM-15,20573499B93796524737308,MMR,ADM1,hospitals,TIME,5400,1928263,150112,96.95,298,0.19,629868,96.95,1248,0.19,1525211,96.95,3023,0.19,454376,96.95,901,0.19,196501,96.95,389,0.19,96.95,3822,0.19
Mon,MM-15,20573499B93796524737308,MMR,ADM1,hospitals,TIME,6000,1933174,150494,97.2,382,0.25,631473,97.2,1605,0.25,1529095,97.2,3884,0.25,455533,97.2,1157,0.25,197002,97.2,501,0.25,97.2,4911,0.25
Mon,MM-15,20573499B93796524737308,MMR,ADM1,hospitals,TIME,6600,1938772,150930,97.48,436,0.28,633302,97.48,1829,0.28,1533524,97.48,4429,0.28,456852,97.48,1319,0.28,197572,97.48,570,0.28,97.48,5598,0.28
Mon,MM-15,20573499B93796524737308,MMR,ADM1,hospitals,TIME,7200,1942157,151194,97.65,264,0.17,634407,97.65,1105,0.17,1536200,97.65,2676,0.17,457649,97.65,797,0.17,197917,97.65,345,0.17,97.65,3385,0.17
Ayeyarwady,MM-07,20573499B9779674920937,MMR,ADM1,hospitals,TIME,600,2628007,200764,41.15,200764,41.15,813916,41.15,813916,41.15,2098511,41.14,2098511,41.14,634541,41.14,634541,41.14,247991,41.14,247991,41.14,41.14,2628007,41.14
Ayeyarwady,MM-07,20573499B9779674920937,MMR,ADM1,hospitals,TIME,1200,3985148,304439,62.4,103675,21.25,1234231,62.39,420315,21.25,3182209,62.39,1083698,21.25,962233,62.39,327692,21.25,376061,62.39,128070,21.25,62.39,1357141,21.25
Ayeyarwady,MM-07,20573499B9779674920937,MMR,ADM1,hospitals,TIME,1800,4570853,349168,71.57,44729,9.17,1415600,71.56,181369,9.17,3649907,71.56,467698,9.17,1103680,71.56,141447,9.17,431329,71.56,55268,9.17,71.56,585705,9.17
Ayeyarwady,MM-07,20573499B9779674920937,MMR,ADM1,hospitals,TIME,2400,4923501,376093,77.08,26925,5.52,1524786,77.08,109186,5.52,3931506,77.08,281599,5.52,1188857,77.08,85177,5.52,464603,77.08,33274,5.52,77.08,352648,5.52
Ayeyarwady,MM-07,20573499B9779674920937,MMR,ADM1,hospitals,TIME,3000,5135011,392250,80.4,16157,3.31,1590293,80.39,65507,3.31,4100401,80.39,168895,3.31,1239929,80.39,51072,3.31,484562,80.39,19959,3.31,80.39,211510,3.31
Ayeyarwady,MM-07,20573499B9779674920937,MMR,ADM1,hospitals,TIME,3600,5306284,405334,83.08,13084,2.68,1643338,83.08,53045,2.68,4237165,83.07,136764,2.68,1281284,83.07,41355,2.68,500724,83.07,16162,2.68,83.07,171273,2.68
Ayeyarwady,MM-07,20573499B9779674920937,MMR,ADM1,hospitals,TIME,4200,5443271,415799,85.22,10465,2.14,1685765,85.22,42427,2.14,4346552,85.22,109387,2.14,1314360,85.22,33076,2.14,513651,85.22,12927,2.14,85.22,136987,2.14
Ayeyarwady,MM-07,20573499B9779674920937,MMR,ADM1,hospitals,TIME,4800,5495688,419802,86.04,4003,0.82,1701997,86.04,16232,0.82,4388406,86.04,41854,0.82,1327019,86.04,12659,0.82,518598,86.04,4947,0.82,86.04,52417,0.82
Ayeyarwady,MM-07,20573499B9779674920937,MMR,ADM1,hospitals,TIME,5400,5561862,424858,87.08,5056,1.04,1722492,87.08,20495,1.04,4441248,87.08,52842,1.04,1342996,87.07,15977,1.04,524843,87.08,6245,1.04,87.08,66174,1.04
Ayeyarwady,MM-07,20573499B9779674920937,MMR,ADM1,hospitals,TIME,6000,5665214,432739,88.69,7881,1.62,1754473,88.69,31981,1.62,4523779,88.69,82531,1.62,1367977,88.69,24981,1.62,534592,88.69,9749,1.62,88.69,103352,1.62
Ayeyarwady,MM-07,20573499B9779674920937,MMR,ADM1,hospitals,TIME,6600,5724336,437256,89.62,4517,0.93,1772784,89.62,18311,0.93,4570990,89.62,47211,0.93,1382252,89.62,14275,0.93,540171,89.62,5579,0.93,89.62,59122,0.93
Ayeyarwady,MM-07,20573499B9779674920937,MMR,ADM1,hospitals,TIME,7200,5747711,439042,89.99,1786,0.37,1780024,89.99,7240,0.37,4589655,89.99,18665,0.37,1387896,89.98,5644,0.37,542377,89.99,2206,0.37,89.99,23375,0.37
Myanmar,,35516675B14551075264028,MMR,ADM0,hospitals,TIME,600,31093725,2229444,56.54,2229444,56.54,9529380,57.06,9529380,57.06,24931109,57.65,24931109,57.65,7900384,58.1,7900384,58.1,2831943,57.33,2831943,57.33,57.62,31093725,57.62
Myanmar,,35516675B14551075264028,MMR,ADM0,hospitals,TIME,1200,38959023,2812573,71.32,583129,14.79,11976035,71.71,2446655,14.65,31221548,72.2,6290439,14.55,9863275,72.54,1962891,14.44,3564293,72.15,732350,14.83,72.19,7865298,14.57
Myanmar,,35516675B14551075264028,MMR,ADM0,hospitals,TIME,1800,42439076,3070872,77.87,258299,6.55,13057644,78.18,1081609,6.48,34004680,78.63,2783132,6.44,10733054,78.93,869779,6.4,3888441,78.72,324148,6.56,78.64,3480053,6.45
Myanmar,,35516675B14551075264028,MMR,ADM0,hospitals,TIME,2400,44907207,3254395,82.53,183523,4.65,13827103,82.79,769459,4.61,35981587,83.2,1976907,4.57,11351280,83.48,618226,4.55,4115287,83.31,226846,4.59,83.21,2468131,4.57
Myanmar,,35516675B14551075264028,MMR,ADM0,hospitals,TIME,3000,46650961,3381525,85.75,127130,3.22,14363698,86.0,536595,3.21,37375841,86.43,1394254,3.22,11791832,86.72,440552,3.24,4278000,86.6,162713,3.29,86.44,1743754,3.23
Myanmar,,35516675B14551075264028,MMR,ADM0,hospitals,TIME,3600,47648789,3456260,87.65,74735,1.9,14675781,87.87,312083,1.87,38175608,88.28,799767,1.85,12040632,88.55,248800,1.83,4369177,88.45,91177,1.85,88.29,997828,1.85
Myanmar,,35516675B14551075264028,MMR,ADM0,hospitals,TIME,4200,48464648,3517901,89.21,61641,1.56,14932724,89.41,256943,1.54,38829139,89.79,653531,1.51,12243825,90.04,203193,1.49,4444113,89.97,74936,1.52,89.8,815859,1.51
Myanmar,,35516675B14551075264028,MMR,ADM0,hospitals,TIME,4800,48947430,3554516,90.14,36615,0.93,15086179,90.33,153455,0.92,39217077,90.68,387938,0.9,12363810,90.93,119985,0.88,4487242,90.84,43129,0.87,90.7,482782,0.89
Myanmar,,35516675B14551075264028,MMR,ADM0,hospitals,TIME,5400,49448983,3593382,91.12,38866,0.99,15246410,91.29,160231,0.96,39619591,91.61,402514,0.93,12487709,91.84,123899,0.91,4532556,91.76,45314,0.92,91.63,501553,0.93
Myanmar,,35516675B14551075264028,MMR,ADM0,hospitals,TIME,6000,49901766,3627179,91.98,33797,0.86,15387759,92.13,141349,0.85,39982525,92.45,362934,0.84,12600746,92.67,113037,0.83,4573905,92.59,41349,0.84,92.47,452783,0.84
Myanmar,,35516675B14551075264028,MMR,ADM0,hospitals,TIME,6600,50374287,3661687,92.86,34508,0.88,15532260,93.0,144501,0.87,40359003,93.32,376478,0.87,12720250,93.55,119504,0.88,4619332,93.51,45427,0.92,93.34,472521,0.88
Myanmar,,35516675B14551075264028,MMR,ADM0,hospitals,TIME,7200,50580381,3677782,93.26,16095,0.41,15598907,93.4,66647,0.4,40525220,93.71,166217,0.38,12770860,93.92,50610,0.37,4637133,93.87,17801,0.36,93.73,206094,0.38
Kyaukme,,60261553B11251200769941,MMR,ADM2,hospitals,TIME,600,409861,34763,51.72,34763,51.72,141610,51.73,141610,51.73,335958,51.75,335958,51.75,98262,51.76,98262,51.76,29999,51.79,29999,51.79,51.75,409861,51.75
Kyaukme,,60261553B11251200769941,MMR,ADM2,hospitals,TIME,1200,538052,45645,67.91,10882,16.19,185930,67.92,44320,16.19,441047,67.93,105089,16.19,128982,67.95,30720,16.18,39370,67.97,9371,16.18,67.94,128191,16.19
Kyaukme,,60261553B11251200769941,MMR,ADM2,hospitals,TIME,1800,627310,53227,79.19,7582,11.28,216801,79.2,30871,11.28,514224,79.21,73177,11.27,150368,79.21,21386,11.27,45890,79.23,6520,11.26,79.21,89258,11.27
Kyaukme,,60261553B11251200769941,MMR,ADM2,hospitals,TIME,2400,696284,59084,87.91,5857,8.71,240654,87.91,23853,8.71,570770,87.92,56546,8.71,166894,87.92,16526,8.71,50930,87.93,5040,8.7,87.92,68974,8.71
Kyaukme,,60261553B11251200769941,MMR,ADM2,hospitals,TIME,3000,724404,61473,91.46,2389,3.55,250379,91.46,9725,3.55,593824,91.47,23054,3.55,173632,91.47,6738,3.55,52984,91.48,2054,3.55,91.47,28120,3.55
Kyaukme,,60261553B11251200769941,MMR,ADM2,hospitals,TIME,3600,735567,62421,92.87,948,1.41,254240,92.87,3861,1.41,602976,92.88,9152,1.41,176306,92.88,2674,1.41,53799,92.88,815,1.41,92.88,11163,1.41
Kyaukme,,60261553B11251200769941,MMR,ADM2,hospitals,TIME,4200,753160,63915,95.09,1494,2.22,260325,95.1,6085,2.22,617399,95.1,14423,2.22,180521,95.1,4215,2.22,55084,95.1,1285,2.22,95.1,17593,2.22
Kyaukme,,60261553B11251200769941,MMR,ADM2,hospitals,TIME,4800,757671,64298,95.66,383,0.57,261885,95.67,1560,0.57,621097,95.67,3698,0.57,181602,95.67,1081,0.57,55414,95.67,330,0.57,95.67,4511,0.57
Kyaukme,,60261553B11251200769941,MMR,ADM2,hospitals,TIME,5400,763379,64783,96.39,485,0.72,263859,96.39,1974,0.72,625776,96.39,4679,0.72,182970,96.39,1368,0.72,55831,96.39,417,0.72,96.39,5708,0.72
Kyaukme,,60261553B11251200769941,MMR,ADM2,hospitals,TIME,6000,763759,64815,96.43,32,0.05,263991,96.43,132,0.05,626088,96.44,312,0.05,183061,96.44,91,0.05,55859,96.44,28,0.05,96.44,380,0.05
Kyaukme,,60261553B11251200769941,MMR,ADM2,hospitals,TIME,6600,771679,65487,97.43,672,1.0,266728,97.43,2737,1.0,632580,97.44,6492,1.0,184959,97.44,1898,1.0,56438,97.44,579,1.0,97.44,7920,1.0
Kyaukme,,60261553B11251200769941,MMR,ADM2,hospitals,TIME,7200,779524,66154,98.43,667,0.99,269441,98.43,2713,0.99,639012,98.43,6432,0.99,186839,98.43,1880,0.99,57011,98.43,573,0.99,98.43,7845,0.99
Bawlake,,60261553B12408734015728,MMR,ADM2,hospitals,TIME,600,33129,3228,69.63,3228,69.63,12204,69.63,12204,69.63,27489,69.63,27489,69.63,7931,69.63,7931,69.63,2091,69.63,2091,69.63,69.63,33129,69.63
Bawlake,,60261553B12408734015728,MMR,ADM2,hospitals,TIME,1200,37579,3661,78.97,433,9.34,13844,78.99,1640,9.36,31181,78.99,3692,9.35,8996,78.98,1065,9.35,2372,78.99,281,9.36,78.99,4450,9.35
Bawlake,,60261553B12408734015728,MMR,ADM2,hospitals,TIME,1800,45209,4405,95.02,744,16.05,16654,95.02,2810,16.03,37512,95.02,6331,16.04,10823,95.02,1827,16.04,2854,95.04,482,16.05,95.02,7630,16.04
Bawlake,,60261553B12408734015728,MMR,ADM2,hospitals,TIME,2400,45285,4412,95.17,7,0.15,16683,95.18,29,0.17,37575,95.18,63,0.16,10841,95.18,18,0.16,2859,95.2,5,0.17,95.18,76,0.16
Bawlake,,60261553B12408734015728,MMR,ADM2,hospitals,TIME,3000,45567,4440,95.77,28,0.6,16786,95.77,103,0.59,37809,95.77,234,0.59,10909,95.78,68,0.6,2877,95.8,18,0.6,95.78,282,0.59
Bawlake,,60261553B12408734015728,MMR,ADM2,hospitals,TIME,3600,45730,4456,96.12,16,0.35,16846,96.11,60,0.34,37944,96.12,135,0.34,10948,96.12,39,0.34,2887,96.14,10,0.33,96.12,163,0.34
Bawlake,,60261553B12408734015728,MMR,ADM2,hospitals,TIME,4200,45887,4471,96.44,15,0.32,16904,96.45,58,0.33,38074,96.45,130,0.33,10985,96.44,37,0.32,2897,96.47,10,0.33,96.45,157,0.33
Bawlake,,60261553B12408734015728,MMR,ADM2,hospitals,TIME,4800,46017,4484,96.72,13,0.28,16952,96.72,48,0.27,38182,96.72,108,0.27,11017,96.73,32,0.28,2905,96.74,8,0.27,96.72,130,0.27
Bawlake,,60261553B12408734015728,MMR,ADM2,hospitals,TIME,5400,46017,4484,96.72,0,0.0,16952,96.72,0,0.0,38182,96.72,0,0.0,11017,96.73,0,0.0,2905,96.74,0,0.0,96.72,0,0.0
Bawlake,,60261553B12408734015728,MMR,ADM2,hospitals,TIME,6000,46017,4484,96.72,0,0.0,16952,96.72,0,0.0,38182,96.72,0,0.0,11017,96.73,0,0.0,2905,96.74,0,0.0,96.72,0,0.0
Bawlake,,60261553B12408734015728,MMR,ADM2,hospitals,TIME,6600,46017,4484,96.72,0,0.0,16952,96.72,0,0.0,38182,96.72,0,0.0,11017,96.73,0,0.0,2905,96.74,0,0.0,96.72,0,0.0
Bawlake,,60261553B12408734015728,MMR,ADM2,hospitals,TIME,7200,46017,4484,96.72,0,0.0,16952,96.72,0,0.0,38182,96.72,0,0.0,11017,96.73,0,0.0,2905,96.74,0,0.0,96.72,0,0.0
Mrauk-U,,60261553B1263911264167,MMR,ADM2,hospitals,TIME,600,220666,15540,34.77,15540,34.77,72951,34.83,72951,34.83,174714,34.86,174714,34.86,54519,34.88,54519,34.88,22315,34.9,22315,34.9,34.87,220666,34.87
Mrauk-U,,60261553B1263911264167,MMR,ADM2,hospitals,TIME,1200,314961,22181,49.63,6641,14.86,104124,49.71,31173,14.88,249372,49.76,74658,14.9,77817,49.79,23298,14.91,31850,49.81,9535,14.91,49.77,94295,14.9
Mrauk-U,,60261553B1263911264167,MMR,ADM2,hospitals,TIME,1800,354138,24941,55.8,2760,6.18,117076,55.9,12952,6.18,280391,55.95,31019,6.19,87496,55.98,9679,6.19,35812,56.01,3962,6.2,55.96,39177,6.19
Mrauk-U,,60261553B1263911264167,MMR,ADM2,hospitals,TIME,2400,387688,27303,61.09,2362,5.28,128168,61.19,11092,5.3,306955,61.25,26564,5.3,95786,61.28,8290,5.3,39205,61.32,3393,5.31,61.26,33550,5.3
Mrauk-U,,60261553B1263911264167,MMR,ADM2,hospitals,TIME,3000,419881,29571,66.16,2268,5.07,138810,66.27,10642,5.08,332444,66.34,25489,5.09,103740,66.37,7954,5.09,42460,66.41,3255,5.09,66.34,32193,5.09
Mrauk-U,,60261553B1263911264167,MMR,ADM2,hospitals,TIME,3600,426700,30051,67.24,480,1.07,141065,67.35,2255,1.08,337843,67.41,5399,1.08,105424,67.45,1684,1.08,43150,67.49,690,1.08,67.42,6819,1.08
Mrauk-U,,60261553B1263911264167,MMR,ADM2,hospitals,TIME,4200,436817,30766,68.84,715,1.6,144415,68.95,3350,1.6,345854,69.01,8011,1.6,107922,69.05,2498,1.6,44172,69.08,1022,1.6,69.02,10117,1.6
Mrauk-U,,60261553B1263911264167,MMR,ADM2,hospitals,TIME,4800,448439,31588,70.68,822,1.84,148262,70.79,3847,1.84,355057,70.85,9203,1.84,110792,70.88,2870,1.84,45345,70.92,1173,1.83,70.86,11622,1.84
Mrauk-U,,60261553B1263911264167,MMR,ADM2,hospitals,TIME,5400,454111,31987,71.57,399,0.89,150137,71.68,1875,0.9,359548,71.75,4491,0.9,112194,71.78,1402,0.9,45919,71.82,574,0.9,71.75,5672,0.9
Mrauk-U,,60261553B1263911264167,MMR,ADM2,hospitals,TIME,6000,459123,32341,72.36,354,0.79,151795,72.47,1658,0.79,363517,72.54,3969,0.79,113432,72.57,1238,0.79,46426,72.61,507,0.79,72.55,5012,0.79
Mrauk-U,,60261553B1263911264167,MMR,ADM2,hospitals,TIME,6600,464616,32727,73.22,386,0.86,153611,73.34,1816,0.87,367866,73.4,4349,0.87,114789,73.44,1357,0.87,46981,73.48,555,0.87,73.41,5493,0.87
